id,name,ig_followers,ig_handle,category,subcategory,location
50420,Reshma Rawat,3964,reshma208,Beauty,Hair-Care & Hair-Styling,Noida
49573,Soni Mishra,2954,sonimishra_12,Beauty,Makeup & Cosmetics,Noida
49369,Rajni Saini,1531,indianlifestylewithrajni,Fashion,Style & Grooming,Noida
48541,Charu Agrawal,1326,charuagrawal_journalist,Lifestyle & Living,Personal Vlogs,Noida
33320,Deepak,1280,aesthetic_deepp,Fitness,Training & Fitness,Noida
49906,Arjun Mukherjee,4891,coach_arjunmukherjee,Fitness,Training & Fitness,Kolkata
48834,Aamon Ratna Dutta,4508,prince_aamon,Lifestyle & Living,Personal Vlogs,Kolkata
49405,Tuhina,4155,backpackedmemories,Travel & Places,Travel & Food Photography,Kolkata
49389,Ritu Priya Saha,4026,ritupriyasaha,Entertainment,Singing & Music Videos,Kolkata
48407,Aishwarya Pal,3694,staygorgeousbrides_,Beauty,Makeup & Cosmetics,Kolkata
49425,Subhankhi,3395,subhankhichakraborty.official,Beauty,Makeup & Cosmetics,Kolkata
51843,Sangita,3047,sangitaruidas_,Fashion,Style & Grooming,Kolkata
49437,Maitrayee,2977,maitrayee_halder,Beauty,Skin-Care,Kolkata
49390,Anurika Das,2751,anurika_das,Fashion,Style & Grooming,Kolkata
49011,Manolina Banerjee,2686,manolinabanerjee,Lifestyle & Living,Personal Vlogs,Kolkata
48181,Dutta,2604,bidishadutta07,Beauty,Skin-Care,Kolkata
50475,Dolly Singh,2378,iam__dollysingh,Fashion,Style & Grooming,Kolkata
49541,Purnima Sarkar Dey,2038,dailyroutinewithpurnima,Entertainment,Singing & Music Videos,Kolkata
50437,Cluelessly Sorted,1940,cluelessly_sorted,Entertainment,Singing & Music Videos,Kolkata
51741,Sukanya Ray,1891,rayonroads,Travel & Places,Travel & Food Photography,Kolkata
49431,Prity Dutta,1410,prity4576,Lifestyle & Living,Personal Vlogs,Kolkata
49599,Saptaparnee Biswas,1343,saptaparnee_biswas,,,Kolkata
49438,Ankita Adhikari,1258,ankita_adhikari91,Fashion,Style & Grooming,Kolkata
50438,Samya Samadder,1202,samyasamadder,Entertainment,Singing & Music Videos,Kolkata
49361,Sarbani Majumder,903,sarbanisfashionworld,Lifestyle & Living,Product Reviews / Shopping,Kolkata
43566,Pratheeksha Gp,156798,pratheekshapgp,Entertainment,Singing & Music Videos,Pathanamthitta
20121,Riya Thomas,51736,imriyathomas,Lifestyle & Living,Personal Vlogs,Pathanamthitta
2409,Akanksha,345709,doodlesndreams,Arts,Doodling & Animation,Pathankot
22677,𝐇𝐮𝐦𝐚 𝐒𝐲𝐞𝐝,21178,bellaholicmakeovers,Beauty,Makeup & Cosmetics,Delhi
4083,Kashish Tandon,21156,kashi_tandon01,Lifestyle & Living,Personal Vlogs,Delhi
46724,Chitra,21148,escapewithher.2,Lifestyle & Living,Personal Vlogs,Delhi
20635,Himani,21138,hims_version_of_life,Beauty,Skin-Care,Delhi
20043,Santanu Bhoi,21077,oyebhoi,Lifestyle & Living,Personal Vlogs,Delhi
25784,Mohd Kaif,21064,m0hd_kaif,Lifestyle & Living,Personal Vlogs,Delhi
19704,Gorakhpur Junction,21040,gorakhpurjunction,Beauty,Makeup & Cosmetics,Delhi
16603,Apoorva Arora Saxena,21006,apoorvaroraaa,Fashion,Style & Grooming,Delhi
40286,Enae,21004,nityaagnihotri,Lifestyle & Living,Personal Vlogs,Delhi
4030,Mahima Chauhan,20994,mahimachauhan98,Lifestyle & Living,Personal Vlogs,Delhi
21312,Aavesh Malik,20968,aaveshmalik010,,,Delhi
42388,Mayuri Debbarma,20962,may_yuri_d,Fashion,Style & Grooming,Delhi
40076,Angel Sharma,20942,angelshx_,Lifestyle & Living,Personal Vlogs,Delhi
41874,Aashima Sharma,20939,aashima_sharma_30,Lifestyle & Living,Personal Vlogs,Delhi
43902,Guru Mahendra,20920,penman1127,Arts,Creative Writing & Story-Telling,Delhi
31879,Neha Das,20912,bearhugsmunchkin_neha,Fashion,Style & Grooming,Delhi
679,Mamta Rani,20899,mumma_n_kriyansh,"Family, Kids & Pets",Family / Couple Vlogs ,Delhi
25816,Neeraj Pandey,20868,neeraj13777,Entertainment,Entertaining Dance Videos,Delhi
21351,Ahna Asija,20854,ahnaasija_,Beauty,Makeup & Cosmetics,Delhi
19419,Tanisha Kaur,20852,tanisha1505kaur,"Family, Kids & Pets",Family / Couple Vlogs ,Delhi
49241,Prakriti Das,771,prakriti.das_,,,Kolkata
49401,Kriti Sinha,555,excusemepleasekriti,Lifestyle & Living,Personal Vlogs,Kolkata
49937,Navjot Singh Sidhu,1858487,navjotsinghsidhu,Sports,Sports News & Coverage,Patiala
32068,Abhinav Shukla,1022579,ashukla09,Arts,"Acting, Pro (TV / Series)",Patiala
24237,Greeshbhatt,474262,greesh_bhatt_,Comedy & Memes,Funny Shorts,Patiala
13193,Mon Ika,430718,officialmonika__,Fashion,Style & Grooming,Patiala
13396,Sajan Sangrur,383030,sajansangrur,Lifestyle & Living,Personal Vlogs,Patiala
40707,Arpit Sharma,354314,official.tavleen,Entertainment,Singing & Music Videos,Patiala
17377,Rupinder Kaur,222791,itsrupinderkaur13,Lifestyle & Living,Personal Vlogs,Patiala
28986,Brahmpreet Singh,180605,officialabhikakkar,Entertainment,Film-making & Cinematography,Patiala
22189,Prabhsimran Singh,128299,prabhsimran_84,Sports,Professional: Team Sports,Patiala
46205,Riya Thakur,106738,riyathakurofficial_,Entertainment,Singing & Music Videos,Patiala
9184,Shipra,69128,shipra.fitness,Fitness,Training & Fitness,Patiala
22193,Anmol Sing,55188,anmol_singh322,Sports,Professional: Team Sports,Patiala
2024,Kanika Wadhwa,17848,kanikawadhwa12_,Fashion,Style & Grooming,Patiala
19571,Mehar Kaur Maan,16990,doll_mehar_maan,"Family, Kids & Pets",Family / Couple Vlogs ,Patiala
23166,Ruchika Sachdeva,16624,ruchikasachdevaofficial,Lifestyle & Living,Personal Vlogs,Patiala
41535,Manya Bansal,16347,makeupbymanya_,Beauty,Makeup & Cosmetics,Patiala
39352,Blue Lions Media,14697,bluelionsmedia,Photography / Videography,Wedding Photography,Patiala
21459,Patiala Food Blogger,13505,pb11foodies,Food ,Food Reviews,Patiala
40256,Gurleen Grover,11391,gurleengrovermakeupartist,Beauty,Makeup & Cosmetics,Patiala
1789,Pooja Kalyan,10325,poojakalyan577,Lifestyle & Living,Personal Vlogs,Patiala
28117,Ishan Kishan,7688773,ishankishan23,Sports,Professional: Team Sports,Patna
14618,Akshara Singh,6774205,singhakshara,Arts,"Acting, Pro (TV / Series)",Patna
31535,Monalisa,5881598,aslimonalisa,Arts,"Acting, Pro (TV / Series)",Patna
14605,Aamrapali Usha Shailesh Dubey,5364995,aamrapali1101,Arts,"Acting, Pro (Movies)",Patna
31549,Pawan Singh,4685257,singhpawan999,Arts,Music & Singing,Patna
31558,Rani Chatterjee,2182560,ranichatterjeeofficial,Arts,"Acting, Pro (TV / Series)",Patna
41005,Saanand Verma,2029580,saanandverma,Entertainment,Fun-Content,Patna
15891,Amit Parimal,1357027,amitparimal,Entertainment,Fun-Content,Patna
42887,Madhhu Shharma,1184549,madhhuis,Arts,"Acting, Pro (TV / Series)",Patna
44968,Nitish Kumar Rai,758503,baburao_n_k,Comedy & Memes,Funny Shorts,Patna
43419,Shekhar Suman,619300,shekhusuman,Arts,"Acting, Pro (TV / Series)",Patna
39586,𝗡𝗜𝗦𝗛𝗔 𝗦𝗥𝗜𝗩𝗔𝗦𝗧𝗔𝗩𝗔,462783,theglamnisha,Lifestyle & Living,Product Reviews / Shopping,Patna
32171,Akash Deep,429336,akash.deep969,Sports,Professional: Team Sports,Patna
27859,Singh Abhishek Rambalak,405559,ji_abhishek_ji_,Entertainment,Fun-Content,Patna
43341,Gujju Ben Na Nasta,311355,gujjubennanasta,Food ,Cooking & Recipes,Patna
42288,Hamza Murtaza,296315,_hamza_murtaza_,Automotive,Bike Enthusiast,Patna
44496,Akanksha Kumari,266344,akanksha3003,Entertainment,Singing & Music Videos,Patna
4367,Anjali Singh,226437,rjanjalimirchi,Entertainment,Fun-Content,Patna
29217,Abhinav Jha,223366,swankyabhii,Tech,"Software & App: Tips, Hacks & Reviews",Patna
44857,Ravi Ranjan,190898,raviranjan.16,Lifestyle & Living,Personal Vlogs,Patna
34535,Fayizzibrahim,244573,fayizzibrahim,Entertainment,Vox-Pop / Street-Polls & QnA,Pattambi
43768,Pratibha Thapliyal,72659,pratibha_ibbfpro_official,Sports,Training & Fitness,Pauri
22904,Sankalp Soni,20831,ironsagesankalp,Fitness,Training & Fitness,Delhi
4652,Yangdup Lama,20830,thespiritedmonk,Lifestyle & Living,Personal Vlogs,Delhi
38840,Pallavi Kapoor,20830,getglammedbypallavi,Beauty,Makeup & Cosmetics,Delhi
49723,Shikha Singh,20824,highonstyle05,Beauty,Skin-Care,Delhi
31727,Niyu Singla,20813,niyu_singla,"Family, Kids & Pets",Kids Learning & Crafts,Delhi
17022,Pooja Sawariya,20807,riyasankhla91,Lifestyle & Living,Personal Vlogs,Delhi
4263,Nikhil Raja,20772,_whole.foodie_,Food ,Food Reviews,Delhi
4446,Pratik Thakur,20764,iampratikthakur,Lifestyle & Living,Personal Vlogs,Delhi
20755,Jyoti Rajput,20734,jyotiraduwa,,,Delhi
19290,Ruchi Pant,20724,epic_blossom,Lifestyle & Living,Personal Vlogs,Delhi
43178,Avinash,20720,avin4sh,Fashion,Style & Grooming,Delhi
46147,Delhifoodloverr,20718,delhifoodloverr05,Food ,Food Reviews,Delhi
3679,𝗦𝗮𝗸𝘀𝗵𝗶 𝗦𝗮𝗴𝗮𝗿,20703,sakshisagarstudio,Beauty,Makeup & Cosmetics,Delhi
1057,Shruti Jain,20669,shruti_jain_official,Beauty,Skin-Care,Delhi
4313,Life Is Osm,20650,_life_is_osm_,,,Delhi
44622,Yashi,20634,yashikaasethii,Fashion,Style & Grooming,Delhi
27978,Namita Bali,20569,mysterymermaid_,Beauty,Skin-Care,Delhi
5359,Charansh Juneja,20541,charansh,Lifestyle & Living,Personal Vlogs,Delhi
371,Vaishnavi Jaiswal,20517,___.voguegirl.__,Lifestyle & Living,Personal Vlogs,Delhi
25743,Vaibhav Kashyap,20484,vaibhavkasxyap,Lifestyle & Living,Personal Vlogs,Delhi
21513,Sunity,159758,time4cook_,Food ,Cooking & Recipes,Patna
39029,Avani Shreee,158073,avani_shreee,Fashion,Style & Grooming,Patna
44693,Patna Planet,155589,patnaplanet,Community Pages,City-focused Content,Patna
45924,Jyoti,153208,shubhjyoti2245,Entertainment,Singing & Music Videos,Patna
46123,Patna Bihar,149918,imbihar_01,Community Pages,City-focused Content,Patna
41357,Dev Rock,143898,iamdev9856,Entertainment,Fun-Content,Patna
17467,Shayno Kumari,131840,patnashineworld,Lifestyle & Living,Personal Vlogs,Patna
44998,Shambhavi Singh,125603,thegirlindusk,Arts,"Acting, Pro (Movies)",Patna
4384,Om Ahuja,123336,omahuja.omiee,Lifestyle & Living,Personal Vlogs,Patna
48317,Bye Creation,119681,bye_creation,Entertainment,Singing & Music Videos,Patna
2575,Monika Sinha,112963,monikasinha12,Entertainment,Singing & Music Videos,Patna
43982,Krishna,103653,dronewalabihari,Community Pages,City-focused Content,Patna
39395,Varssha Goswami,101117,varssha_goswami,Fashion,Style & Grooming,Patna
17484,Neeraj Kumar,100586,neeraj_official_0043,Lifestyle & Living,Personal Vlogs,Patna
25555,Yashmine,100128,yashmine456,Lifestyle & Living,Personal Vlogs,Patna
28717,Akash Singh,100025,akku_09x_,Fashion,Style & Grooming,Patna
17046,Shilpi,99863,shilpi.kumari03,Lifestyle & Living,Personal Vlogs,Patna
31759,Amit Gupta,98047,itz_amit.567,Lifestyle & Living,Feel-Good News / Stories,Patna
29499,𝗔𝗗𝗔𝗥𝗦𝗛 𝗥𝗔𝗡𝗝𝗔𝗡,96785,thisissadarsh,Automotive,Bike Enthusiast,Patna
43524,Patna Bihar,87968,kaushalkumar100k,Lifestyle & Living,Religion & Spiritual,Patna
44909,Sonalika Mishra,23108,mua_odia_girl,Beauty,Makeup & Cosmetics,Phulabani
48203,Sehajdeep Singh,1752172,sehaj.zaildar,Entertainment,Singing & Music Videos,Phagwara
44519,Kuljinder Singh,12642,top_boy_art,Lifestyle & Living,Personal Vlogs,Phagwara
33586,Anjali Tatrari,656805,anjali_tatrari,Arts,"Acting, Pro (Movies)",Pithoragarh
45827,Bhawana Kandpal,352797,bhawanakandpal03,Entertainment,Singing & Music Videos,Pithoragarh
42792,Dhirendra Chauhan Rajput,304899,dhirumonchik,Entertainment,Fun-Content,Pithoragarh
41839,Morning Karki,13995,morningkarki,Entertainment,Fun-Content,Pithoragarh
45265,Manish Kashniyal,12985,manishkashniyal,Travel & Places,City-focused Content,Pithoragarh
16700,Rahul Gupta,20450,nirankari716,Comedy & Memes,Viral & Memes,Delhi
46114,Prakriti Thapliyal,20424,prakritithapliyal,Beauty,Makeup & Cosmetics,Delhi
1404,Akanksha Manro,20405,akankshamanro,Fashion,Style & Grooming,Delhi
18709,Kuhuk Singh,20394,kuhuksingh,Lifestyle & Living,Personal Vlogs,Delhi
5530,Deepshikha Yadav,20350,truccobeeprincee,Beauty,Makeup & Cosmetics,Delhi
4704,Sonal Kalra,20325,foodypunjaban,Lifestyle & Living,Personal Vlogs,Delhi
45906,Niha Sarkar,20323,ig_quenblackwall,Fashion,Style & Grooming,Delhi
26701,Jyoti Aggarwal,20306,jyotiaggarwalofficial,Lifestyle & Living,Personal Vlogs,Delhi
4095,Megha,20305,missclassynova,Lifestyle & Living,Personal Vlogs,Delhi
25875,Sonakshi,20284,pretzelpop_xx,Lifestyle & Living,Personal Vlogs,Delhi
48979,Shweta Shrivastav,20271,shwetashrivastavofficial,Arts,"Acting, Pro (Movies)",Delhi
38987,Rahul Roy Kapoor,20267,rahul_roy_kapoor,Lifestyle & Living,Personal Vlogs,Delhi
19699,Banjara Begums,20235,banjarabegums,Arts,Music & Singing,Delhi
19529,𝐕𝐢𝐬𝐡,20233,vishhchauhan,Entertainment,Fun-Content,Delhi
10134,Roli Arya,20121,breathe_care_glow,Beauty,Makeup & Cosmetics,Delhi
20579,Neha,20084,beautytools3012015,Lifestyle & Living,Product Reviews / Shopping,Delhi
39363,Bhawna Kalra,20077,inayatbybhawnakalra,Beauty,Makeup & Cosmetics,Delhi
21362,Uday Rajput,20035,chefsspicebox,Food ,Food Reviews,Delhi
4484,Amandeep Kaur,20012,narula_amandeep,Fashion,Style & Grooming,Delhi
1418,Prabhav Sharma,19998,justshoot_it_,Travel & Places,Travel & Food Photography,Delhi
42554,Patnaites,83999,patnaite,Travel & Places,City-focused Content,Patna
38253,Ankit Kant,82817,ankitt.jpg,Travel & Places,Travel & Food Photography,Patna
40793,Jeev Chatora Sunny Gupta,82210,jeev_chatora,Food ,Cooking & Recipes,Patna
41828,𝑯𝒂𝒓𝒔𝒉,73407,_.the_devil_eyes._,Automotive,Bike Enthusiast,Patna
45925,Ishq -e - Patna,73185,patna_se_pyaar,Community Pages,City-focused Content,Patna
38757,Akash Raj,72123,vlogger_villain_gupta,Automotive,Bike Enthusiast,Patna
27608,Zoya Abbas,71592,zoyabbas,,,Patna
19366,𝐃𝐢𝐩𝐚𝐧𝐤𝐚𝐫 𝐒𝐢𝐧𝐠𝐡 𝐏𝐚𝐭𝐞𝐥,69360,dipankarsingh28,Entertainment,Fun-Content,Patna
3016,Smith,65773,streetburner15,Automotive,Bike Enthusiast,Patna
42392,Kundan Ke Vlogs,64591,kundan_ke_vlogs,Lifestyle & Living,Personal Vlogs,Patna
40456,Barkat Shaikh,63050,barkat.photos,,,Patna
47937,Chandan Singh,62899,aectx.___,,,Patna
44569,Rahul Ananya,61262,ritikkkk_singhh,Entertainment,Singing & Music Videos,Patna
4888,Priyanka Sharma,60747,youcancallmeps,Lifestyle & Living,Personal Vlogs,Patna
46268,Zila Darbhanga,60693,__zila__darbhanga,Community Pages,City-focused Content,Patna
48709,Anny Singh,56021,annysingh.ofc,Fitness,Training & Fitness,Patna
17360,Alisha Perween,55549,blogger_alisha,Lifestyle & Living,Personal Vlogs,Patna
43507,Suleman,55013,_suleman_sekh,,,Patna
29032,Ishika Gupta,54918,ishika__1804,Lifestyle & Living,Personal Vlogs,Patna
19758,Gunjan,52382,keebisha,Beauty,Skin-Care,Patna
45842,She Is,54529,_.ival_,Community Pages,Art & Artist Community Page,Pollachi
43445,Baekartoota,32990,baekartoota,Entertainment,Fun-Content,Poonch
42341,Jaydev Unadkat,365646,jd_unadkat,Sports,Professional: Team Sports,Porbandar
19373,Pranay Joshi,100722,pranayjoshii,Lifestyle & Living,Personal Vlogs,Porbandar
39001,Nirupamah Bari,10760,nirupamah33,Lifestyle & Living,Personal Vlogs,Porbandar
45913,Modest Fashion,19943,modestzia,Lifestyle & Living,Product Reviews / Shopping,Delhi
766,Soniyachoudhary Official,19933,official_soniyachoudhary8,Entertainment,Singing & Music Videos,Delhi
16726,Rana Jee,19904,rana__jee111,Lifestyle & Living,Personal Vlogs,Delhi
43223,Sultan Qureshi,19874,fitsultan24,Fitness,Training & Fitness,Delhi
40471,Pooja Rawat,19867,poojarawatartistry,Beauty,Makeup & Cosmetics,Delhi
21216,Shanky Maya,19860,dillisheharwali,Entertainment,Singing & Music Videos,Delhi
40889,Ruby,19825,ruby.sharma20,Fashion,Style & Grooming,Delhi
40668,Siddhi Chaturvedi,19810,siddhi_lifestyleofficial,Lifestyle & Living,Personal Vlogs,Delhi
22219,Himmat Singh Grewal,19774,himmatsingh89,Sports,Professional: Team Sports,Delhi
4120,Ramandeep K. Bhullar,19691,delhifoodrides,Travel & Places,Street / People Photography,Delhi
26037,Ragini Singh,19679,raginisingh829,Lifestyle & Living,Personal Vlogs,Delhi
25925,Serendipity,19660,serendipity_11.11,Arts,Sketching & Painting,Delhi
29202,Abhay Singh,19628,thugboimax,Gaming & Anime,Live-Streaming,Delhi
4108,Meenal,19622,mish.beauty.diary,"Family, Kids & Pets",Family / Couple Vlogs ,Delhi
27074,Ayushma,19597,rifakhan63,Entertainment,Entertaining Dance Videos,Delhi
39822,Anchal Mutneja,19592,style_harborr,Beauty,Skin-Care,Delhi
2161,Yousafzai Pathan,19552,nadeem_khan_786,Beauty,Style & Grooming,Delhi
25957,Kanchan,19545,thefoodiepoet_,Food ,Food Reviews,Delhi
41441,Aditeaa Sansanwal,19530,aditeaa_sansanwal,Beauty,Makeup & Cosmetics,Delhi
2169,𝗞𝗮𝘀𝗵𝗶𝘀𝗵,19527,kashish.035,Entertainment,Fun-Content,Delhi
26320,Biharishow,50009,biharishow,Lifestyle & Living,Personal Vlogs,Patna
4990,Pranav,48498,famous_pranav,Gaming & Anime,Live-Streaming,Patna
39953,Shisham Yadav,46176,shisham._.yadav,Entertainment,Fun-Content,Patna
20688,Nisha-atharv Singh,40516,babyatharv2020,"Family, Kids & Pets",Family / Couple Vlogs ,Patna
42133,Stories With Vishal,36620,storieswithvishal,Entertainment,Info-tainment,Patna
40095,Mrs. Singh,30501,style_with__shivii,Lifestyle & Living,Product Reviews / Shopping,Patna
47080,Sunny M.r.,28431,sunnymr,Arts,Music & Singing,Patna
41683,Saloni Raj,27101,legal_saloni,"Law, Rights & Activism",Legal Education,Patna
44786,Chirag Dwivedi,26026,chiragdwivedi_vlog,Travel & Places,City-focused Content,Patna
18578,Shoutout,24751,shoutout202_,Entertainment,Fun-Content,Patna
49512,Aarti Kushwaha,24330,aartikushwwaha,Beauty,Makeup & Cosmetics,Patna
40360,Rachna Pathak,24085,rachna5055,Lifestyle & Living,Personal Vlogs,Patna
38813,Ganga Singh,23966,itz_ganga____singh,Entertainment,Fun-Content,Patna
40408,Sandeep Raaz Keshri,23271,mrbuxar.vlogs,Lifestyle & Living,Personal Vlogs,Patna
54508,Miss Garg,23119,_sweetbutsimple_,Lifestyle & Living,Personal Vlogs,Patna
51657,Priyanshu Yadav,22091,bihari_priyanshu_vlogs,Entertainment,Fun-Content,Patna
40538,Apna Foundation,21927,apna_foundation_,"Family, Kids & Pets",Pet-Care / Pet-Love,Patna
16915,Salman Samim,21168,thesalmansamim,Lifestyle & Living,Personal Vlogs,Patna
23196,Abhinav Tiwari,20057,abhinav.tiwari.12_,,,Patna
4454,Abhijeet Agnihotri,18863,abhijeetagnihotri.ofc,Lifestyle & Living,Personal Vlogs,Patna
44836,Shiv Kumar,11205,dj_nobody_xo,Travel & Places,City-focused Content,Port Blair
6587,Siddharth Nigam,11393665,thesiddharthnigam,"Acting, Pro (TV / Series)",,Prayagraj
13771,Roshni Walia,3899198,roshniwaliaa,Arts,"Acting, Pro (TV / Series)",Prayagraj
40294,Riya Pandey,1667610,riyapandey.04,Entertainment,Singing & Music Videos,Prayagraj
7935,Saurabh Verma,455471,saurabh_verma678,Arts,Doodling & Animation,Prayagraj
40324,Dharmendra Patel,422589,prayagraj.inframe,Photography / Videography,Travel & Food Photography,Prayagraj
2011,Beauty Makeup,222036,makeup_by_journey,Beauty,Makeup & Cosmetics,Prayagraj
43552,Aakarshit Kmr Singh,195915,dancer_aakarshit_022,Entertainment,Entertaining Dance Videos,Prayagraj
25087,Rahul Singh,151005,roasthouse11,Comedy & Memes,Funny Shorts,Prayagraj
550,Jagriti Mishra,102732,chulbuli.24,Lifestyle & Living,Product Reviews / Shopping,Prayagraj
21820,Bulbul Pandey,98959,pandeyjipardesi,Lifestyle & Living,Personal Vlogs,Prayagraj
44904,Kartikey Sharma,42673,cine_man70,Arts,Film-making & Cinematography,Prayagraj
4320,Antara & Rishika,39278,a_foodie_on_the_prowl,Food ,Food Reviews,Prayagraj
50586,Pragya Verma,33771,pragyaverma16,,,Prayagraj
40967,Golu Sharma,31065,bhukkad_prayagi,Food ,Food Reviews,Prayagraj
3516,Sahil Ansari,30183,official_sahil189,Lifestyle & Living,Personal Vlogs,Prayagraj
21442,Nikhil Kesharwani,18117,nikhilkesharwani7963,Lifestyle & Living,Personal Vlogs,Prayagraj
5425,Siuuu,17798,_tri._blaze,,,Prayagraj
4191,Nitin Thakur,14722,mr_nitin_thakur1,Lifestyle & Living,Personal Vlogs,Prayagraj
19229,Prayagraj Social,14411,prayagraj_social,Community Pages,City-focused Content,Prayagraj
5246,Exoticflavours Prayagraj,13397,_exotic_flavours_,Food ,Food Reviews,Prayagraj
39951,Vinodjinkaa,17586,vinodjinkaa_vlogs,Food ,Food Reviews,Proddatur
21625,Priya Sen,19509,beautycuddle_,Lifestyle & Living,Product Reviews / Shopping,Delhi
16427,Sreeparna Karmakar,19506,miss.bong.gastronomist,Food ,Food Reviews,Delhi
4114,Suganndha Mehrotra,19488,suganndha,"Family, Kids & Pets",Family / Couple Vlogs ,Delhi
44108,Vartika Verma,19485,iamvartika_,Beauty,Makeup & Cosmetics,Delhi
18792,Aviriya Katiyar,19483,katiyar_aviriya,Fashion,Style & Grooming,Delhi
13568,Kunal Kapoor,19450,kunalkapoor.tech4mob,Tech,Gadget Reviews & Unboxing,Delhi
42942,Ishveen Kaur,19425,ishveennkaur,Travel & Places,City-focused Content,Delhi
21386,Jessica Kathuria,19418,jessicakathuriamua,Beauty,Makeup & Cosmetics,Delhi
26099,Harleen,19372,harleenkochhar,Lifestyle & Living,Personal Vlogs,Delhi
1752,Sirjan Anand,19366,sirjjaann,Fashion,Style & Grooming,Delhi
8779,Mehak Jain,19359,myclumsycloset,Lifestyle & Living,Personal Vlogs,Delhi
4111,Rishab Dhiman,19343,rishabdhiman,Photography / Videography,Street / People Photography,Delhi
18737,Mayank  Sachdeva,19314,shoe_chhey,Fashion,Style & Grooming,Delhi
46327,Preeti S,19268,preetismakeup,Beauty,Makeup & Cosmetics,Delhi
30622,Shipra Jain,19265,shiprajain.002,Beauty,Skin-Care,Delhi
28843,Ritik,19261,ritikawana_,Lifestyle & Living,Personal Vlogs,Delhi
19628,Bayir Ori,19224,____agirlwithnojob____,Lifestyle & Living,Personal Vlogs,Delhi
367,Bhawna Adhikari,19211,that.flawsomegirl00,Fashion,Style & Grooming,Delhi
8851,Meenakshi Jha,19208,cooking_with_meenakshi,Food ,Cooking & Recipes,Delhi
500,Sandeep Kumar,19207,skindeep_kumar,Beauty,Skin-Care,Delhi
42432,Satyam Sharma,18183,sks_vlogsideas__,Arts,Sketching & Painting,Patna
19351,Kritika,15137,thebeautytableofficial,Beauty,Skin-Care,Patna
41415,Ankit Sinha,15045,cinesinhaji,Photography / Videography,Street / People Photography,Patna
44753,Amitesh,14511,foodie_robin_,Food ,Food Reviews,Patna
26072,Tikhi Sweety,14098,tikhisweety,Lifestyle & Living,Personal Vlogs,Patna
45812,Ragnianshuentertainment123,13925,ragnianshu0.2,Entertainment,Singing & Music Videos,Patna
42615,Suruchi Singh,13163,suruchi_singh5432,Entertainment,Fun-Content,Patna
26038,Hêãrt Rïdêr Ãñâñd,13132,heart_rider_anand,Entertainment,Singing & Music Videos,Patna
40802,Yamini Stiwari,13007,yaministiwariofficial,"Family, Kids & Pets",Parenting Tips / Pregnancy,Patna
17624,Food_hubk ||bihar Sharif,11774,food_hubk,Food ,Food Reviews,Patna
27465,Shubham Tiwari,10878,sk_shubham_tiwari,Lifestyle & Living,Personal Vlogs,Patna
41477,Abhiraj Kumar,10820,abhiraj_tech,Tech,Gadget Reviews & Unboxing,Patna
51758,Angel Gupta,10115,angeltherising04,Lifestyle & Living,Personal Vlogs,Patna
40883,Tushar Verma Mani,10043,livelike_tushar,Travel & Places,City-focused Content,Patna
1040,Cutie Bun,10015,gorgeous6011,Beauty,Skin-Care,Patna
18379,Ankit,9443,bindas.sumit_,Comedy & Memes,Viral & Memes,Patna
48180,Amrita,5168,_.aamrita._,Lifestyle & Living,Product Reviews / Shopping,Patna
49449,Khushi Chourasia,3765,khushichourasia,Entertainment,Singing & Music Videos,Patna
49166,The Foodie Star Ankita,3187,the_foodie_star,Lifestyle & Living,Personal Vlogs,Patna
49505,Ankita Singh,1022,aankita_24,Fashion,Style & Grooming,Patna
26690,Micset Official,368656,micset_micset,,,Puducherry
43229,Anusha Adabala,53538,anushaadabalavlogs,"Family, Kids & Pets",Family / Couple Vlogs ,Puducherry
16262,Mohit Chowdhury,26708,mohitchoudhuri,Lifestyle & Living,Personal Vlogs,Puducherry
21435,Ahalya,14236,ahalya.bas,Lifestyle & Living,Personal Vlogs,Puducherry
44140,Rajwada Reflections,13374,rajwada_reflections,Photography / Videography,Wedding Photography,Prayagraj
45415,Sagar Chandra,12814,sagarchandra_26,Lifestyle & Living,Personal Vlogs,Prayagraj
21377,Adarsh Tripathi,11566,adarsh__alld_,Food ,Cooking & Recipes,Prayagraj
32106,Ruturaj Gaikwad,5039718,ruutu.131,Sports,Professional: Team Sports,Pune
28099,Dipika,4030894,ms.dipika,Arts,"Acting, Pro (Movies)",Pune
50301,Soumya Daundkar,2755770,somya_daaundkar,Fashion,Style & Grooming,Pune
159,Shashikant Pedwal,2176703,shashikant_pedwal,Entertainment,Fun-Content,Pune
24255,Hindavi Patil,2111414,hindavi_satkar_patil,Entertainment,Singing & Music Videos,Pune
30977,Sonalee Kulkarni,1987475,sonalee18588,Arts,"Acting, Pro (TV / Series)",Pune
31629,Pratiksha Bankar,1938874,pratikshabankar_official,Entertainment,Singing & Music Videos,Pune
12139,Sanjana Ganesan,1844085,sanjanaganesan,Sports,Sports News & Coverage,Pune
24258,Hrushi,1809450,xx_mr_swag_xx,Entertainment,Fun-Content,Pune
24581,Vaishnavi Naik,1718842,beingnavi90,"Family, Kids & Pets",Family / Couple Vlogs ,Pune
34363,Dr Shailya Gupta,1716421,doctorshailya,Beauty,Skin-Care,Pune
22344,Sakchi Jain,1707506,ca.sakchijain,Finance & Investments,Investing,Pune
29222,Angry Prash,1471591,angryprash,Arts,Doodling & Animation,Pune
